,Point ID,Observed Value [mGal],Time,Voltage [V],Temperature [°C],Altitude,Counter Reading,Remark,Date,Profile,ID,lat,lon,ele,time,cmt,name,x,y,Ele_tiff,minutes,drift factor,Corrected Value [mGal],Reading difference [mGal],abs_Grav,Elevation_corrected_normal,gravity_disturbance_Tomasz_Leo,Theo_Grav,gravity_disturbance_Andrea,gravity_disturbance_comparison,gravity_bouger_corrected,gravity_bouger_corrected1800,gravity_bouger_corrected2000,gravity_bouger_corrected2200,gravity_bouger_corrected2400,gravity_bouger_corrected2600,bouger_rho_delta,regional,residual,CORRECTEDx,CORRETED
0,8001,4864.71321,01/01/1900 13:04,12.6,50,9,4754.5,Base Station I,6.12.2022,8,96,51.41629097,6.298264973,8.799789,2022-12-06T11:57:06Z,,8001,312137.2347,5699583.159,41.4175,0,0,4864.71321,0,981184.48,981183.1837,1.296267792,981183.1876,1.292350152,-0.00391764,-3.341198162,-1.830113605,-2.177489475,-2.524865106,-2.872240738,-3.219616607,-1.389503002,-2.970344158,-0.370854004,218366.5117,381192.513
1,8002,4865.533514,01/01/1900 13:14,12.6,50,13,4755.3,,6.12.2022,8,97,51.41715003,6.301201992,13.238115,2022-12-06T12:10:34Z,BASE1,8002,312344.9437,5699671.146,38.6,0,0,4865.533514,0.820304,981185.3003,981184.1291,1.1712035,981184.1328,1.167553605,-0.003649895,-3.150790328,-1.74250018,-2.066245192,-2.389989966,-2.71373474,-3.037479991,-1.294979811,-2.910675208,-0.24011512,218569.6151,381290.6376
2,8003,4866.25128,01/01/1900 13:22,12.5,50,16,4756,,6.12.2022,8,98,51.417849,6.303712958,15.555175,2022-12-06T12:20:06Z,,8003,312522.3707,5699742.43,37.055,0,0,4866.25128,1.53807,981186.0181,981184.6676,1.350438369,981184.6711,1.346934781,-0.003503588,-2.798563706,-1.446641671,-1.757428633,-2.068215119,-2.379001843,-2.689788567,-1.243146896,-2.89092203,0.092358324,218743.2993,381370.5864
3,8004,4866.456356,01/01/1900 13:32,12.5,50,18,4756.2,,6.12.2022,8,99,51.41740702,6.305652028,17.087118,2022-12-06T12:28:22Z,,8004,312655.3678,5699688.328,35.9175,0,0,4866.456356,1.743146,981186.2231,981184.9796,1.243524984,981184.983,1.240128514,-0.00339647,-2.778112932,-1.467691465,-1.76893787,-2.070184036,-2.371430202,-2.672676607,-1.204985142,-2.882718499,0.104605567,218878.7973,381323.1159
4,8005,4867.174122,01/01/1900 13:41,12.6,50,18,4756.9,Changing voltage,6.12.2022,8,100,51.417749,6.310514035,17.734779,2022-12-06T12:39:01Z,,8005,312994.7761,5699713.928,32.12,0,0,4867.174122,2.460912,981186.9409,981186.1817,0.759173051,981186.1848,0.756133773,-0.003039279,-2.837263211,-1.665390595,-1.9347869,-2.204182728,-2.473578556,-2.742974862,-1.077584267,-2.946029502,0.108766291,219216.5121,381365.432
5,8006,4868.404578,01/01/1900 13:53,12.5,49.9,17,4758.1,,6.12.2022,8,101,51.41806299,6.315432033,17.373825,2022-12-06T12:53:01Z,,8006,313337.9582,5699736.295,28.8525,0,0,4868.404578,3.691368,981188.1714,981187.2178,0.953542232,981187.2206,0.950809416,-0.002732816,-2.277036429,-1.224375964,-1.466367007,-1.708357811,-1.950348616,-2.192339659,-0.967963696,-3.108472586,0.831436157,219558.1561,381404.7056
6,8007,4868.712192,01/01/1900 14:03,12.5,49.9,20,4758.4,,6.12.2022,8,102,51.41929404,6.31658203,19.79159,2022-12-06T13:02:03Z,,8007,313422.9211,5699870.239,28.2375,0,0,4868.712192,3.998982,981188.479,981187.5164,0.962620402,981187.519,0.959945004,-0.002675398,-2.199097252,-1.168874597,-1.405707454,-1.642540312,-1.87937293,-2.116205787,-0.94733119,-3.190610436,0.991513184,219636.4017,381542.6729
7,8008,4863.995444,01/01/1900 14:46,12.4,49.9,38,4753.8,Next to windmill,6.12.2022,8,103,51.414916,6.294203019,38.460358,2022-12-06T13:45:40Z,,8008,311849.1892,5699440.71,43.607502,0,0,4863.995444,-0.717766,981183.7622,981182.3864,1.375798499,981182.3906,1.371672512,-0.004125987,-3.506879056,-1.915894235,-2.281638111,-2.647381509,-3.013125146,-3.37886926,-1.462975025,-3.118551984,-0.388327072,218085.8616,381036.0318
8,8009,4863.277678,01/01/1900 14:59,12.4,49.9,42,4753.1,,6.12.2022,8,104,51.41503704,6.288583037,41.980202,2022-12-06T13:58:01Z,,8009,311458.9598,5699468.616,45.06,0,0,4863.277678,-1.435532,981183.0445,981181.9489,1.095581703,981181.9532,1.091316831,-0.004264871,-3.949730702,-2.305752345,-2.683678456,-3.061604329,-3.439530202,-3.817456551,-1.511704206,-3.440071393,-0.509659309,217694.7521,381044.647
9,8010,4862.867526,01/01/1900 15:03,12.5,49.9,40,4752.7,,6.12.2022,8,105,51.41404102,6.284112968,40.490585,2022-12-06T14:03:49Z,,8010,311144.0745,5699369.389,45.365,0,0,4862.867526,-1.845684,981182.6343,981181.7668,0.867540003,981181.7711,0.863246473,-0.00429353,-4.211923002,-2.556816696,-2.937301038,-3.317785143,-3.698269247,-4.078753351,-1.521936655,-3.796477875,-0.415445127,217385.1645,380930.0092
10,8011,4863.226409,01/01/1900 15:14,12.4,49.9,38,4753.05,,6.12.2022,8,106,51.41246304,6.27946998,38.049664,2022-12-06T14:13:36Z,,8011,310814.75,5699205.923,43.8125,0,0,4863.226409,-1.486801,981182.9932,981182.1065,0.886719927,981182.1106,0.882574615,-0.004145311,-4.018911139,-2.420446888,-2.787910238,-3.15537335,-3.522835985,-3.890299097,-1.469852209,-4.27019317,0.251282031,217064.3262,380750.5025
11,8012,4862.867526,01/01/1900 15:23,12.4,49.9,37,4752.7,,6.12.2022,8,107,51.41300401,6.275613969,37.158432,2022-12-06T14:23:20Z,,8012,310548.8855,5699276.035,44.595,0,0,4862.867526,-1.845684,981182.6343,981181.9128,0.721527625,981181.917,0.717307306,-0.004220319,-4.271719407,-2.644705962,-3.01873226,-3.39275832,-3.766784142,-4.140810441,-1.496104479,-4.702665461,0.430946055,216795.3421,380807.4069
12,8013,4862.098491,01/01/1900 15:33,12.4,49.9,39,4751.95,Next to greenhouse,6.12.2022,8,108,51.41311599,6.266669976,39.282234,2022-12-06T14:33:39Z,,8013,309927.4981,5699311.654,45.9,0,0,4862.098491,-2.614719,981181.8653,981181.52,0.345322488,981181.5243,0.340977858,-0.004344629,-4.794043662,-3.119418504,-3.504390123,-3.889361026,-4.274332168,-4.659303787,-1.539885283,-5.949376858,1.155333195,216172.9931,380812.3206
13,8014,4862.457374,01/01/1900 15:40,12.4,49.9,38,4752.3,,6.12.2022,8,109,51.41342503,6.270184005,38.365517,2022-12-06T14:39:46Z,,8014,310173.0991,5699336.903,45.495003,0,0,4862.457374,-2.255836,981182.2242,981181.6722,0.551923026,981181.6765,0.547616378,-0.004306648,-4.54209591,-2.882246743,-3.263821612,-3.645396004,-4.026970158,-4.408544789,-1.526298046,-5.412314676,0.870218766,216417.0335,380849.6553
14,8015,4860.919304,01/01/1900 15:56,12.4,49.9,41,4750.8,After wire disconected,6.12.2022,8,110,51.412816,6.260078028,40.657936,2022-12-06T14:56:01Z,,8015,309467.9316,5699295.425,48.415,0,0,4860.919304,-3.793906,981180.6861,981180.7173,-0.031234791,981180.7219,-0.035820767,-0.004585975,-5.45220237,-3.685819438,-4.091884663,-4.49794965,-4.904014638,-5.310079625,-1.624260187,-7.0845496,1.632347229,215714.8172,380773.4374
15,8016,4860.406614,01/01/1900 16:06,12.3,49.9,38,4750.3,,6.12.2022,8,111,51.412772,6.256717974,38.307945,2022-12-06T15:05:36Z,,8016,309234.1324,5699299.276,48.7325,0,0,4860.406614,-4.306596,981180.1734,981180.6155,-0.442057842,981180.6201,-0.446674202,-0.004616361,-5.898575061,-4.120608562,-4.529336685,-4.938064331,-5.346792453,-5.755520576,-1.634912014,-7.726418745,1.827843684,215481.1286,380765.7479
16,8017,4859.514533,01/01/1900 16:17,12.4,49.9,39,4749.43,lamas,6.12.2022,8,112,51.41315597,6.25302298,39.201378,2022-12-06T15:12:30Z,,8017,308978.8299,5699351.597,47.775,0,0,4859.514533,-5.1986766,981179.2813,981180.9449,-1.663541408,981180.9494,-1.668066671,-0.004525263,-7.012848946,-5.269816013,-5.670513245,-6.071210476,-6.471907707,-6.872604938,-1.602788925,-8.46352289,1.450673945,215223.5731,380805.4051
17,8018,4860.816766,01/01/1900 16:29,12.3,49.9,27,4750.7,,6.12.2022,8,113,51.41390003,6.248782994,27.225372,2022-12-06T15:26:14Z,,8018,308687.1445,5699445.389,32.6375,0,0,4860.816766,-3.896444,981180.5836,981185.682,-5.098472328,981185.6851,-5.101558589,-0.003086261,-8.75285265,-7.562099428,-7.835835905,-8.109572143,-8.38330862,-8.657045097,-1.094945669,-9.355519603,0.602666954,214927.6358,380884.6846
18,8001,4864.71321,01/01/1900 16:52,12.3,49.9,9,4754.5,Base Station I,6.12.2022,8,96,51.41629097,6.298264973,8.799789,2022-12-06T11:57:06Z,,8001,312137.2347,5699583.159,41.4175,0,0,4864.71321,0,981184.48,981183.1837,1.296267792,981183.1876,1.292350152,-0.00391764,-3.341198162,-1.830113605,-2.177489475,-2.524865106,-2.872240738,-3.219616607,-1.389503002,-2.970344158,-0.370854004,218366.5117,381192.513
19,8001,4864.71321,01/01/1900 11:47,12.5,49.9,,4754.5,Base Station I*,7.12.2022,8,96,51.41629097,6.298264973,8.799789,2022-12-06T11:57:06Z,,8001,312137.2347,5699583.159,41.4175,0,0,4864.71321,0,981184.48,981183.1837,1.296267792,981183.1876,1.292350152,-0.00391764,-3.341198162,-1.830113605,-2.177489475,-2.524865106,-2.872240738,-3.219616607,-1.389503002,-2.970344158,-0.370854004,218366.5117,381192.513
20,8019,4858.099509,01/01/1900 12:04,12.5,50,16,4748.05,,7.12.2022,,114,51.41449397,6.238276027,15.958936,2022-12-07T11:03:51Z,,8019,307959.1312,5699538.917,21.845001,0,0,4858.099509,-6.613701,981177.8663,981189.0651,-11.19876305,981189.0671,-11.20084399,-0.002080938,-13.64472071,-12.84772317,-13.03094105,-13.21415893,-13.3973767,-13.58059446,-0.732871294,-11.92228117,-1.722439541,214195.9479,380942.1722
21,8020,4857.02286,01/01/1900 12:22,12.5,50,15,4747,,7.12.2022,,115,51.41557197,6.230095038,15.035666,2022-12-07T11:18:02Z,,8020,307394.8841,5699680.251,20.3675,0,0,4857.02286,-7.69035,981176.7896,981189.6162,-12.82659714,981189.6182,-12.82854223,-0.001945088,-15.10712092,-14.36402874,-14.53485457,-14.70568029,-14.87650601,-15.04733197,-0.683303237,-14.16616248,-0.94095844,213625.4581,381055.4838
22,8021,4856.253825,01/01/1900 12:37,12.5,49.9,15,4746.25,,7.12.2022,,116,51.41664502,6.218759017,15.369341,2022-12-07T11:34:57Z,,8021,306611.3024,5699829.423,20.119999,0,0,4856.253825,-8.459385,981176.0206,981189.7874,-13.76680193,981189.7893,-13.76872446,-0.00192253,-16.01961312,-15.28555105,-15.45430109,-15.6230509,-15.79180083,-15.96055088,-0.674999833,-17.71582159,1.696208463,212835.5339,381165.8011
23,8022,4856.663977,01/01/1900 12:44,12.5,49.9,16,4746.65,off point,7.12.2022,,117,51.41916999,6.216568993,15.773939,2022-12-07T11:44:10Z,,8022,306469.719,5700115.939,19.605,0,0,4856.663977,-8.049233,981176.4308,981190.1694,-13.73862544,981190.1713,-13.74050086,-0.001875425,-15.93377295,-15.21850005,-15.38293067,-15.54736117,-15.71179167,-15.87622228,-0.657722235,-18.24073063,2.306957678,212679.9982,381444.9586
24,7001,4858.56093,01/01/1900 12:57,12.5,49.9,6,4748.5,,7.12.2022,,82,51.42977301,6.224466003,6.034142,2022-12-07T11:53:43Z,,7001,307063.3787,5701273.979,18.8225,0,0,4858.56093,-6.15228,981178.3277,981191.3475,-13.0197383,981191.3493,-13.02154309,-0.001804787,-15.12727033,-14.44054626,-14.59841393,-14.75628148,-14.91414903,-15.07201658,-0.631470323,-14.69948064,-0.42778969,213215.7436,382630.7853
25,6001,4859.893924,01/01/1900 13:02,12.5,49.9,9,4749.8,,7.12.2022,,70,51.43771302,6.22161096,8.722583,2022-12-07T12:02:36Z,,6001,306898.4474,5702164.298,18.73,0,0,4859.893924,-4.819286,981179.6607,981192.0773,-12.41659636,981192.0791,-12.4183936,-0.001797236,-14.513771,-13.83042199,-13.98751385,-14.14460547,-14.3016972,-14.45878906,-0.628367066,-14.84863042,0.334859413,213007.0902,383511.8065
26,6002,4859.483772,01/01/1900 13:11,12.5,49.9,10,4749.4,,7.12.2022,,71,51.43799398,6.216932014,9.544105,2022-12-07T12:10:49Z,,6002,306574.499,5702207.885,18.65,0,0,4859.483772,-5.229438,981179.2506,981192.1268,-12.87625142,981192.1286,-12.87804151,-0.001790095,-14.96446868,-14.28403826,-14.44045909,-14.59687992,-14.75330062,-14.90972157,-0.625683308,-16.29753388,1.333065201,212681.4129,383539.3494
